FCSUBTYPE,FCSUBTYPE_desc,STYLE_NAME,FULL_NAME,DATEFEATURECREATED,DATEFEATUREMODIFIED,ACCESSLEVEL,METADATAID,FEATURETEXT,NAMEID,GLOBALID,BUILDINGTYPE,BUILDINGTYPE_desc,HEIGHT,CAPTUREMETHOD,CAPTUREMETHOD_desc,DATASOURCE,DATASOURCE_desc,PLANACCURACY,SPATIALRELIABILITYDATE,ATTRIBUTERELIABILITYDATE,TARGETDISPLAYSCALE,TARGETDISPLAYSCALE_desc,DATACUSTODIAN,DATACUSTODIAN_desc,gx_id
-98,,BuildingPolygon,,16/02/2007,,0,460,,-98,{E97B4B34-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,08/12/1997,08/12/1997,25000,1:25000,3,LANDGATE,1192
-98,,BuildingPolygon,,16/02/2007,16/05/2012,0,100641,,-98,{E97B5E94-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,04/07/2010,04/07/2010,25000,1:25000,3,LANDGATE,1193
-98,,Silo,,16/02/2007,14/06/2012,0,101096,,-98,{E97B6AE2-28DA-11DF-B0B6-001E0B884B88},46,Silo,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,05/02/2011,05/02/2011,50000,1:50000,3,LANDGATE,1194
-98,,BuildingPolygon,,16/02/2007,,0,460,,-98,{E97B75E6-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,08/12/1997,08/12/1997,25000,1:25000,3,LANDGATE,1195
-98,,BuildingPolygon,,16/02/2007,29/05/2012,0,100908,,-98,{E97B7EA6-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,01/11/2010,01/11/2010,25000,1:25000,3,LANDGATE,1196
-98,,BuildingPolygon,,16/02/2007,,0,467,,-98,{E97B893C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,02/02/2000,02/02/2000,25000,1:25000,3,LANDGATE,1197
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E97BCB04-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1198
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E97BD626-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1199
-98,,BuildingPolygon,,16/02/2007,24/09/2013,0,101593,,-98,{E8A7E032-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,31/08/2004,31/08/2004,50000,1:50000,3,LANDGATE,12
-98,,BuildingPolygon,,16/02/2007,06/03/2014,0,101633,,-98,{E8B22470-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,31/07/2013,31/07/2013,25000,1:25000,3,LANDGATE,120
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E97BDEE6-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1200
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E97BEAD0-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1201
-98,,BuildingPolygon,,16/02/2007,29/06/2012,0,101312,,-98,{E97BF2D2-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1202
-98,,BuildingPolygon,,16/02/2007,29/06/2012,0,101312,,-98,{E97BFD68-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1203
-98,,BuildingPolygon,,16/02/2007,10/02/2009,0,906,,-98,{E97C056A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,12,CitiesAndTownsSeriesByLANDGATE,6.7,01/01/2006,01/01/2006,20000,1:20000,3,LANDGATE,1204
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E97C19B0-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1205
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E97C2482-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1206
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E97C2D2E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1207
-98,,BuildingPolygon,,16/02/2007,29/06/2012,0,101312,,-98,{E97C397C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1208
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E97C4192-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1209
-98,,BuildingPolygon,,16/02/2007,06/03/2014,0,101633,,-98,{E8B24CC0-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,31/07/2013,31/07/2013,25000,1:25000,3,LANDGATE,121
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E97C4C32-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1210
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E97C54E8-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1211
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,101344,,-98,{E97C5F92-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,06/03/2012,06/03/2012,25000,1:25000,3,LANDGATE,1212
-98,,BuildingPolygon,,16/02/2007,29/06/2012,0,101312,,-98,{E97C683E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1213
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E97C7310-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1214
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E97C7B1C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1215
-98,,BuildingPolygon,,16/02/2007,,0,479,,-98,{E97D7A94-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,01/07/1997,01/07/1997,25000,1:25000,3,LANDGATE,1216
-98,,BuildingPolygon,,16/02/2007,,0,460,,-98,{E97F990A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,08/12/1997,08/12/1997,25000,1:25000,3,LANDGATE,1217
-98,,BuildingPolygon,,16/02/2007,,0,460,,-98,{E97FA454-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,08/12/1997,08/12/1997,25000,1:25000,3,LANDGATE,1218
-98,,BuildingPolygon,,16/02/2007,16/05/2012,0,100641,,-98,{E97FAC42-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,04/07/2010,04/07/2010,25000,1:25000,3,LANDGATE,1219
-98,,BuildingPolygon,,16/02/2007,18/10/2013,0,101547,,-98,{E8B25760-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,24/08/2012,24/08/2012,25000,1:25000,3,LANDGATE,122
-98,,BuildingPolygon,,16/02/2007,16/05/2012,0,100641,,-98,{E97FBAFC-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,04/07/2010,04/07/2010,25000,1:25000,3,LANDGATE,1220
-98,,BuildingPolygon,,16/02/2007,,0,460,,-98,{E97FC45C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,08/12/1997,08/12/1997,25000,1:25000,3,LANDGATE,1221
-98,,BuildingPolygon,,16/02/2007,16/05/2012,0,100641,,-98,{E97FD0A0-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,04/07/2010,04/07/2010,25000,1:25000,3,LANDGATE,1222
-98,,Silo,,16/02/2007,14/06/2012,0,101096,,-98,{E97FD992-28DA-11DF-B0B6-001E0B884B88},46,Silo,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,05/02/2011,05/02/2011,50000,1:50000,3,LANDGATE,1223
-98,,BuildingPolygon,,16/02/2007,10/08/2009,0,909,,-98,{E97FE52C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,12,CitiesAndTownsSeriesByLANDGATE,6.7,01/01/2009,01/01/2009,20000,1:20000,3,LANDGATE,1224
-98,,BuildingPolygon,,16/02/2007,04/05/2012,0,101273,,-98,{E9808A0E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.7,17/11/2010,17/11/2010,25000,1:25000,3,LANDGATE,1225
-98,,BuildingPolygon,,16/02/2007,04/05/2012,0,101273,,-98,{E980A7A0-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.7,17/11/2010,17/11/2010,25000,1:25000,3,LANDGATE,1226
-98,,BuildingPolygon,,16/02/2007,,0,479,,-98,{E980E21A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,01/07/1997,01/07/1997,25000,1:25000,3,LANDGATE,1227
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9810056-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1228
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9810BAA-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1229
-98,,BuildingPolygon,,16/02/2007,18/10/2013,0,101626,,-98,{E8B25F62-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,26/08/2012,26/08/2012,50000,1:50000,8,GA,123
-98,,BuildingPolygon,,16/02/2007,10/05/2012,0,100685,,-98,{E9811E4C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,24/01/2010,24/01/2010,25000,1:25000,3,LANDGATE,1230
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,101344,,-98,{E981263A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,06/03/2012,06/03/2012,25000,1:25000,3,LANDGATE,1231
-98,,BuildingPolygon,,16/02/2007,10/05/2012,0,100685,,-98,{E98130DA-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,24/01/2010,24/01/2010,25000,1:25000,3,LANDGATE,1232
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E98139B8-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1233
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9814494-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1234
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9814D7C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1235
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9815844-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1236
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E98160FA-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1237
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9817464-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1238
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E9817F18-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1239
-98,,BuildingPolygon,,16/02/2007,18/10/2013,0,101547,,-98,{E8B26C6E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,24/08/2012,24/08/2012,25000,1:25000,3,LANDGATE,124
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9818706-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1240
-98,,BuildingPolygon,,16/02/2007,10/05/2012,0,100685,,-98,{E981A4FC-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,24/01/2010,24/01/2010,25000,1:25000,3,LANDGATE,1241
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E981ACFE-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1242
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E981C0F4-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1243
-98,,BuildingPolygon,,16/02/2007,10/05/2012,0,101263,,-98,{E981D45E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/12/2011,01/12/2011,25000,1:25000,3,LANDGATE,1244
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E981DEF4-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1245
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E981E700-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1246
-98,,BuildingPolygon,,16/02/2007,29/06/2012,0,101312,,-98,{E9820DDE-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1247
-98,,BuildingPolygon,,16/02/2007,08/10/2007,0,465,,-98,{E9821892-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1248
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,100674,,-98,{E9822C2E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,22/01/2010,22/01/2010,100000,1:100000,3,LANDGATE,1249
-98,,BuildingPolygon,,16/02/2007,18/10/2013,0,101547,,-98,{E8B2748E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,24/08/2012,24/08/2012,25000,1:25000,3,LANDGATE,125
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,100674,,-98,{E9823EF8-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,22/01/2010,22/01/2010,100000,1:100000,3,LANDGATE,1250
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,101344,,-98,{E982524E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,06/03/2012,06/03/2012,25000,1:25000,3,LANDGATE,1251
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9825AF0-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1252
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9826590-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1253
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9826D88-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1254
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E98280DE-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1255
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9828C28-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1256
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E982942A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1257
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9829EC0-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1258
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E982A76C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1259
-98,,BuildingPolygon,,16/02/2007,21/06/2012,0,101171,,-98,{E8B3AD40-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,11/12/2010,11/12/2010,50000,1:50000,3,LANDGATE,126
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E982BA22-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1260
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E982D0A2-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1261
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E982E42A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1262
-98,,BuildingPolygon,,16/02/2007,21/06/2012,0,101171,,-98,{E983153A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,11/12/2010,11/12/2010,50000,1:50000,3,LANDGATE,1263
-98,,BuildingPolygon,,16/02/2007,05/08/2014,0,101845,,-98,{E9860100-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,03/02/2014,03/02/2014,25000,1:25000,3,LANDGATE,1264
-98,,BuildingPolygon,,16/02/2007,27/11/2008,0,100107,,-98,{E986268A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,11/01/2008,11/01/2008,20000,1:20000,3,LANDGATE,1265
-98,,BuildingPolygon,,16/02/2007,02/09/2011,0,101046,,-98,{E9863954-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,22/02/2011,22/02/2011,25000,1:25000,3,LANDGATE,1266
-98,,BuildingPolygon,,16/02/2007,02/09/2011,0,101046,,-98,{E98654A2-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,22/02/2011,22/02/2011,25000,1:25000,3,LANDGATE,1267
-98,,BuildingPolygon,,16/02/2007,15/09/2008,0,100107,,-98,{E9866000-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,11/01/2008,11/01/2008,20000,1:20000,3,LANDGATE,1268
-98,,BuildingPolygon,,16/02/2007,,0,453,,-98,{E9867338-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,13/12/1989,13/12/1989,25000,1:25000,3,LANDGATE,1269
-98,,BuildingPolygon,,16/02/2007,,0,468,,-98,{E8B418CA-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,19/08/1996,19/08/1996,25000,1:25000,3,LANDGATE,127
-98,,BuildingPolygon,,16/02/2007,,0,453,,-98,{E9867BE4-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,13/12/1989,13/12/1989,25000,1:25000,3,LANDGATE,1270
-98,,BuildingPolygon,,16/02/2007,10/10/2008,0,100107,,-98,{E98686AC-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,11/01/2008,11/01/2008,20000,1:20000,3,LANDGATE,1271
-98,,BuildingPolygon,,16/02/2007,,0,453,,-98,{E9868ECC-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,13/12/1989,13/12/1989,25000,1:25000,3,LANDGATE,1272
-98,,BuildingPolygon,,16/02/2007,,0,453,,-98,{E9869A3E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,13/12/1989,13/12/1989,25000,1:25000,3,LANDGATE,1273
-98,,BuildingPolygon,,16/02/2007,11/07/2011,0,100925,,-98,{E986A22C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,23/03/2011,23/03/2011,20000,1:20000,3,LANDGATE,1274
-98,,BuildingPolygon,,16/02/2007,,0,453,,-98,{E986AD8A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,13/12/1989,13/12/1989,25000,1:25000,3,LANDGATE,1275
-98,,BuildingPolygon,,16/02/2007,,0,453,,-98,{E986B58C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,13/12/1989,13/12/1989,25000,1:25000,3,LANDGATE,1276
-98,,BuildingPolygon,,16/02/2007,24/11/2008,0,100107,,-98,{E986CBE4-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,11/01/2008,11/01/2008,20000,1:20000,3,LANDGATE,1277
-98,,BuildingPolygon,,16/02/2007,,0,454,,-98,{E98724A4-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,4,Scan_Vectorise,3,1:25000TopographicSeriesByLANDGATE,13.3,12/01/1985,12/01/1985,25000,1:25000,3,LANDGATE,1278
-98,,BuildingPolygon,,16/02/2007,16/10/2008,0,100107,,-98,{E9872CA6-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,11/01/2008,11/01/2008,20000,1:20000,3,LANDGATE,1279
