FCSUBTYPE,FCSUBTYPE_desc,STYLE_NAME,FULL_NAME,DATEFEATURECREATED,DATEFEATUREMODIFIED,ACCESSLEVEL,METADATAID,FEATURETEXT,NAMEID,GLOBALID,BUILDINGTYPE,BUILDINGTYPE_desc,HEIGHT,CAPTUREMETHOD,CAPTUREMETHOD_desc,DATASOURCE,DATASOURCE_desc,PLANACCURACY,SPATIALRELIABILITYDATE,ATTRIBUTERELIABILITYDATE,TARGETDISPLAYSCALE,TARGETDISPLAYSCALE_desc,DATACUSTODIAN,DATACUSTODIAN_desc,gx_id
-98,,BuildingPolygon,,16/02/2007,,10,259,,-98,{E8A56744-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,16,1:50000TopographicSeriesByARMY,13.4,01/01/1993,01/01/1993,50000,1:50000,3,LANDGATE,1
-98,,BuildingPolygon,,16/02/2007,30/06/2008,10,907,,-98,{E8A76788-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,12,CitiesAndTownsSeriesByLANDGATE,6.7,01/01/2007,01/01/2007,20000,1:20000,3,LANDGATE,10
-98,,BuildingPolygon,,16/02/2007,19/12/2013,0,101612,,-98,{E8AE7A6E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,25/10/2012,25/10/2012,25000,1:25000,3,LANDGATE,100
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,100674,,-98,{E9553FF2-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,22/01/2010,22/01/2010,100000,1:100000,3,LANDGATE,1000
-98,,BuildingPolygon,,10/12/2014,,0,101948,,-98,{19D3CA34-2144-44A1-A505-C5B863838087},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,15/08/2014,15/08/2014,20000,1:20000,3,LANDGATE,10000
-98,,BuildingPolygon,,10/12/2014,,0,101948,,-98,{67E43B5A-1B81-4E9E-B886-7D28AD5285C2},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,15/08/2014,15/08/2014,20000,1:20000,3,LANDGATE,10001
-98,,BuildingPolygon,,10/12/2014,,0,101948,,-98,{12DD2212-5232-45B6-AEE0-5D3D5427A4DD},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,15/08/2014,15/08/2014,20000,1:20000,3,LANDGATE,10002
-98,,BuildingPolygon,,10/12/2014,,0,101948,,-98,{FA478312-14C9-498C-9B5B-B7746D111531},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,15/08/2014,15/08/2014,20000,1:20000,3,LANDGATE,10003
-98,,BuildingPolygon,,10/12/2014,,0,101948,,-98,{05D63CA7-913E-40FE-B541-6F5BE4918CC3},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,15/08/2014,15/08/2014,20000,1:20000,3,LANDGATE,10004
-98,,BuildingPolygon,,10/12/2014,,0,101948,,-98,{FF52C29F-F83E-4E15-ACA9-60C5C62A102E},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,15/08/2014,15/08/2014,20000,1:20000,3,LANDGATE,10005
-98,,BuildingPolygon,,10/12/2014,,0,101948,,-98,{2583F30B-D625-4308-82F3-C3175D3404C3},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,15/08/2014,15/08/2014,20000,1:20000,3,LANDGATE,10006
-98,,BuildingPolygon,,12/12/2014,,0,101956,,-98,{3B83BF09-37D2-4B44-9EC6-A5AE48CE82D8},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,10,14/10/2014,14/10/2014,20000,1:20000,3,LANDGATE,10007
-98,,Homestead,NICHOLSON,16/02/2007,,0,58,,100043293,{E8AC3A7E-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,4,Scan_Vectorise,8,1:100000TopographicSeriesByGA,53.7,01/01/1969,01/01/1969,100000,1:100000,3,LANDGATE,10008
-98,,Homestead,HOME VALLEY,16/02/2007,16/05/2011,10,100861,,100016440,{E8ADDFAA-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,18/07/2010,18/07/2010,50000,1:50000,3,LANDGATE,10009
-98,,BuildingPolygon,,16/02/2007,16/05/2013,0,101501,,-98,{E9554AF6-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,16/11/2012,16/11/2012,25000,1:25000,3,LANDGATE,1001
-98,,Silo,LORT RIVER,16/02/2007,02/11/2012,0,101315,,100178753,{E8B11210-28DA-11DF-B0B6-001E0B884B88},46,Silo,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,11/03/2008,11/03/2008,50000,1:50000,3,LANDGATE,10010
-98,,Homestead,CONGELING PARK,16/02/2007,15/06/2012,0,100908,,100007690,{E8B9A006-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,01/11/2010,01/11/2010,25000,1:25000,3,LANDGATE,10011
-98,,Homestead,BOODARIE,16/02/2007,,0,270,,100003434,{E8E5255A-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,1,DirectPhotogrammetricCapture,16,1:50000TopographicSeriesByARMY,13.4,01/01/1996,01/01/1996,50000,1:50000,3,LANDGATE,10012
-98,,Homestead,MARYLAND,16/02/2007,21/06/2012,0,101171,,100022193,{E8E874D0-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,11/12/2010,11/12/2010,50000,1:50000,3,LANDGATE,10013
-98,,Homestead,BELMONT PARK,16/02/2007,21/06/2012,0,101171,,100002158,{E90B4366-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,11/12/2010,11/12/2010,50000,1:50000,3,LANDGATE,10014
-98,,Homestead,TOOARVEE,16/02/2007,,0,460,,100036280,{E9116FB6-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,08/12/1997,08/12/1997,25000,1:25000,3,LANDGATE,10015
-98,,Homestead,OAK VALLEY,16/02/2007,,0,452,,100143923,{E93CF8D4-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,04/03/1999,04/03/1999,25000,1:25000,3,LANDGATE,10016
-98,,Homestead,LISNADELL,16/02/2007,,0,467,,100132317,{E943D488-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,02/02/2000,02/02/2000,25000,1:25000,3,LANDGATE,10017
-98,,Homestead,KENILWORTH,16/02/2007,,0,460,,100018695,{E95511F8-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,08/12/1997,08/12/1997,25000,1:25000,3,LANDGATE,10018
-98,,Homestead,YOHNAVI,16/02/2007,,0,464,,100135186,{E96E90CE-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,28/10/1994,28/10/1994,25000,1:25000,3,LANDGATE,10019
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E95552C6-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1002
-98,,Homestead,MIRILLA,16/02/2007,05/11/2012,0,101357,,100023534,{E96F7FDE-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,27/02/2012,27/02/2012,50000,1:50000,3,LANDGATE,10020
-98,,Homestead,THE PINNACLES,16/02/2007,,0,451,,100035743,{E96FF68A-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,25/11/1999,25/11/1999,25000,1:25000,3,LANDGATE,10021
-98,,Homestead,STRATHALBYN,16/02/2007,27/02/2009,0,906,,100034626,{E9702056-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,3,OnScreenDigitising,12,CitiesAndTownsSeriesByLANDGATE,6.7,01/01/2006,01/01/2006,20000,1:20000,3,LANDGATE,10022
-98,,Homestead,GIDGIE,16/02/2007,,0,479,,100013787,{E97D7288-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,01/07/1997,01/07/1997,25000,1:25000,3,LANDGATE,10023
-98,,Homestead,GLENDALE,16/02/2007,16/05/2012,0,101241,,100014014,{E990E70A-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,03/06/2010,03/06/2010,50000,1:50000,3,LANDGATE,10024
-98,,Homestead,MOUNT BARKER ESTATE,16/02/2007,,0,486,,100024309,{E9A1DC0E-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,14/03/1991,14/03/1991,25000,1:25000,3,LANDGATE,10025
-98,,Homestead,TIPPERARY,16/02/2007,,0,452,,100134978,{E9CB04E4-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,04/03/1999,04/03/1999,25000,1:25000,3,LANDGATE,10026
-98,,BuildingPolygon,CAVES HOUSE,16/02/2007,19/02/2013,0,100685,,100129002,{E9CF26A0-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,24/01/2010,24/01/2010,25000,1:25000,3,LANDGATE,10027
-98,,Homestead,WILBERFORCE,16/02/2007,,0,455,,100044060,{EA139FBA-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,30/06/1999,30/06/1999,25000,1:25000,3,LANDGATE,10028
-98,,Homestead,BASILDENE,17/09/2007,10/05/2012,0,100685,,100156280,{EA3C807E-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,24/01/2010,24/01/2010,25000,1:25000,3,LANDGATE,10029
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9555D16-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1003
-98,,Homestead,KARRIVIEW,17/09/2007,10/05/2012,0,101264,,100156243,{EA3E1B28-28DA-11DF-B0B6-001E0B884B88},21,Homestead,-99,3,OnScreenDigitising,26,OrthoImagery,0.7,01/12/2011,01/12/2011,25000,1:25000,3,LANDGATE,10030
-98,,Silo,BEAUMONT BIN,04/06/2010,,0,910,,100001907,{B3C9D894-68A8-4A5F-A78D-623866B43477},46,Silo,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/01/2010,01/01/2010,25000,1:25000,3,LANDGATE,10031
-98,,Homestead,GLENBOURNE,10/05/2012,,0,101264,,100156287,{B4CD6CC2-BE8B-411B-82B6-1DA8645053B5},21,Homestead,-99,3,OnScreenDigitising,26,OrthoImagery,0.7,01/12/2011,01/12/2011,25000,1:25000,3,LANDGATE,10032
-98,,Homestead,CONNEMARA DOWNS,24/09/2012,,0,100712,,100007729,{05A58F39-E025-46E0-8495-E3060661D5CB},21,Homestead,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,12/06/2010,12/06/2010,50000,1:50000,3,LANDGATE,10033
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E95565CC-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1004
-98,,BuildingPolygon,,16/02/2007,27/01/2009,0,465,,-98,{E955703A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1005
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,101344,,-98,{E955780A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,06/03/2012,06/03/2012,25000,1:25000,3,LANDGATE,1006
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E95582FA-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1007
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9559D9E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1008
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E955B388-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1009
-98,,BuildingPolygon,,16/02/2007,19/12/2013,0,101612,,-98,{E8AE8DEC-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,25/10/2012,25/10/2012,25000,1:25000,3,LANDGATE,101
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E955BE0A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1010
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E955EB96-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1011
-98,,BuildingPolygon,,16/02/2007,21/08/2012,0,101312,,-98,{E955F5C8-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1012
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9561076-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1013
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9561B7A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1014
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E956234A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1015
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,100674,,-98,{E9562E4E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,22/01/2010,22/01/2010,100000,1:100000,3,LANDGATE,1016
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E9564078-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1017
-98,,BuildingPolygon,,16/02/2007,29/06/2012,0,101312,,-98,{E956483E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1018
-98,,BuildingPolygon,,16/02/2007,,0,465,,-98,{E9565B12-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,21/11/2000,21/11/2000,25000,1:25000,3,LANDGATE,1019
-98,,BuildingPolygon,,16/02/2007,29/02/2012,0,100819,,-98,{E8B0BC16-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,21/10/2010,21/10/2010,20000,1:20000,3,LANDGATE,102
-98,,BuildingPolygon,,16/02/2007,04/09/2008,0,907,,-98,{E9566652-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,12,CitiesAndTownsSeriesByLANDGATE,6.7,01/01/2007,01/01/2007,20000,1:20000,3,LANDGATE,1020
-98,,BuildingPolygon,,16/02/2007,,0,481,,-98,{E9566EA4-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,10/12/1991,10/12/1991,25000,1:25000,3,LANDGATE,1021
-98,,BuildingPolygon,,16/02/2007,01/04/2010,0,910,,-98,{E9567912-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/01/2010,01/01/2010,25000,1:25000,3,LANDGATE,1022
-98,,BuildingPolygon,,16/02/2007,,0,481,,-98,{E9568196-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,10/12/1991,10/12/1991,25000,1:25000,3,LANDGATE,1023
-98,,BuildingPolygon,,16/02/2007,,0,481,,-98,{E9568BE6-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,10/12/1991,10/12/1991,25000,1:25000,3,LANDGATE,1024
-98,,BuildingPolygon,,16/02/2007,,0,452,,-98,{E956B24C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,04/03/1999,04/03/1999,25000,1:25000,3,LANDGATE,1025
-98,,BuildingPolygon,,16/02/2007,,0,452,,-98,{E95715A2-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,04/03/1999,04/03/1999,25000,1:25000,3,LANDGATE,1026
-98,,BuildingPolygon,,16/02/2007,28/11/2012,0,100937,,-98,{E957D91A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,08/11/2010,08/11/2010,50000,1:50000,3,LANDGATE,1027
-98,,BuildingPolygon,,16/02/2007,28/11/2012,0,100913,,-98,{E9593CC4-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,03/02/2011,03/02/2011,50000,1:50000,3,LANDGATE,1028
-98,,BuildingPolygon,,16/02/2007,03/04/2012,0,101166,,-98,{E9597E78-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,25/01/2007,25/01/2007,25000,1:25000,3,LANDGATE,1029
-98,,BuildingPolygon,,16/02/2007,27/08/2008,0,905,,-98,{E8B0C436-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,12,CitiesAndTownsSeriesByLANDGATE,6.7,01/01/2005,01/01/2005,20000,1:20000,3,LANDGATE,103
-98,,BuildingPolygon,,16/02/2007,,0,485,,-98,{E95A5744-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,02/03/1993,02/03/1993,25000,1:25000,3,LANDGATE,1030
-98,,BuildingPolygon,,16/02/2007,,0,479,,-98,{E95AB6C6-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,01/07/1997,01/07/1997,25000,1:25000,3,LANDGATE,1031
-98,,BuildingPolygon,,16/02/2007,,0,479,,-98,{E95AE7EA-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,01/07/1997,01/07/1997,25000,1:25000,3,LANDGATE,1032
-98,,BuildingPolygon,,16/02/2007,06/09/2012,0,101072,,-98,{E95B0E82-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,27/04/2010,27/04/2010,50000,1:50000,3,LANDGATE,1033
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E95C8EEC-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1034
-98,,BuildingPolygon,,16/02/2007,24/07/2009,0,908,,-98,{E95C9838-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,12,CitiesAndTownsSeriesByLANDGATE,6.7,01/01/2008,01/01/2008,20000,1:20000,3,LANDGATE,1035
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,100674,,-98,{E95CA90E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,22/01/2010,22/01/2010,100000,1:100000,3,LANDGATE,1036
-98,,BuildingPolygon,,16/02/2007,10/05/2012,0,100865,,-98,{E95CB138-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,03/11/2010,03/11/2010,25000,1:25000,3,LANDGATE,1037
-98,,BuildingPolygon,,16/02/2007,03/08/2012,0,100674,,-98,{E95CBB9C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,22/01/2010,22/01/2010,100000,1:100000,3,LANDGATE,1038
-98,,BuildingPolygon,,16/02/2007,06/08/2012,0,101312,,-98,{E95CC420-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1039
-98,,BuildingPolygon,,16/02/2007,,0,360,,-98,{E8B0D750-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,6,1:50000TopographicSeriesByLANDGATE,13.4,01/01/1989,01/01/1989,50000,1:50000,3,LANDGATE,104
-98,,BuildingPolygon,,16/02/2007,29/06/2012,0,101312,,-98,{E95CCE5C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/03/2012,01/03/2012,50000,1:50000,3,LANDGATE,1040
-98,,BuildingPolygon,,16/02/2007,,0,460,,-98,{E95D7910-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,08/12/1997,08/12/1997,25000,1:25000,3,LANDGATE,1041
-98,,BuildingPolygon,,16/02/2007,17/04/2012,0,100937,,-98,{E95DAA20-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,08/11/2010,08/11/2010,50000,1:50000,3,LANDGATE,1042
-98,,BuildingPolygon,,16/02/2007,29/05/2012,0,100908,,-98,{E95FCC10-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,01/11/2010,01/11/2010,25000,1:25000,3,LANDGATE,1043
-98,,BuildingPolygon,,16/02/2007,13/04/2012,0,100675,,-98,{E95FD6C4-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,22/01/2010,22/01/2010,25000,1:25000,3,LANDGATE,1044
-98,,BuildingPolygon,,16/02/2007,13/04/2012,0,100675,,-98,{E95FDF70-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,22/01/2010,22/01/2010,25000,1:25000,3,LANDGATE,1045
-98,,BuildingPolygon,,16/02/2007,,0,467,,-98,{E95FF1D6-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,02/02/2000,02/02/2000,25000,1:25000,3,LANDGATE,1046
-98,,BuildingPolygon,,16/02/2007,29/05/2012,0,100908,,-98,{E960052C-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,01/11/2010,01/11/2010,25000,1:25000,3,LANDGATE,1047
-98,,BuildingPolygon,,16/02/2007,13/04/2012,0,100675,,-98,{E9601846-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,22/01/2010,22/01/2010,25000,1:25000,3,LANDGATE,1048
-98,,BuildingPolygon,,16/02/2007,,0,467,,-98,{E960622E-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,02/02/2000,02/02/2000,25000,1:25000,3,LANDGATE,1049
-98,,Silo,,16/02/2007,12/02/2010,0,910,,-98,{E8B0FE92-28DA-11DF-B0B6-001E0B884B88},46,Silo,-99,3,OnScreenDigitising,26,OrthoImagery,6.7,01/01/2010,01/01/2010,25000,1:25000,3,LANDGATE,105
-98,,BuildingPolygon,,16/02/2007,,0,467,,-98,{E9609BCC-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,02/02/2000,02/02/2000,25000,1:25000,3,LANDGATE,1050
-98,,BuildingPolygon,,16/02/2007,,0,464,,-98,{E960DC9A-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,28/10/1994,28/10/1994,25000,1:25000,3,LANDGATE,1051
-98,,BuildingPolygon,,16/02/2007,15/06/2012,0,100937,,-98,{E960FA22-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,3,OnScreenDigitising,26,OrthoImagery,13.4,08/11/2010,08/11/2010,50000,1:50000,3,LANDGATE,1052
-98,,BuildingPolygon,,16/02/2007,,0,464,,-98,{E96136E0-28DA-11DF-B0B6-001E0B884B88},-99,Unknown,-99,1,DirectPhotogrammetricCapture,3,1:25000TopographicSeriesByLANDGATE,6.7,28/10/1994,28/10/1994,25000,1:25000,3,LANDGATE,1053
